"JuchuuNO","JuchuuDenpyouNO","JuchuuKyotenCD","JuchuuKyotenNM","JuchuuYMD","Nouki","ShukkaKyotenCD","ShukkaBashoCD","JuchuuKBN","HaisouCD","ChikuCD","NouSCD","NouSSNM","UserHinban","UserHinmei","ItemCD","ItemNM","JuchuuSuu","NisugataCD","UriKeitaiKBN","Tekiyou1","TankaUnitCD"
1321937,684156,"415","北陸(営)",2026/04/08,2026/04/13,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","FB-27AW","コーテッド　ＦＢ－２７ＡＷ","11-FB-27AW","コーテッド　ＦＢ－２７ＡＷ",3000,"ﾌﾚｺﾝ(500Kg)","","4/14納入","Kg"
1321938,684156,"415","北陸(営)",2026/04/08,2026/04/13,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","BG-1","コーテッド　ＢＧ－１","11-BG-1","コーテッド　ＢＧ－１",7000,"ﾌﾚｺﾝ(500Kg)","","4/14納入","Kg"
1321946,684161,"415","北陸(営)",2026/04/08,2026/04/15,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","B-29AW","コーテッド　Ｂ－２９ＡＷ","11-B-29AW","コーテッド　Ｂ－２９ＡＷ",3000,"ﾌﾚｺﾝ(500Kg)","","4/16納入","Kg"
1321947,684161,"415","北陸(営)",2026/04/08,2026/04/15,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","FB-27AW","コーテッド　ＦＢ－２７ＡＷ","11-FB-27AW","コーテッド　ＦＢ－２７ＡＷ",2000,"ﾌﾚｺﾝ(500Kg)","","4/16納入","Kg"
1321948,684161,"415","北陸(営)",2026/04/08,2026/04/15,"310","310-RCS01","1","4.引取","415-00","415-03896","（株）リケンＣＫＪＶ","BG-1","コーテッド　ＢＧ－１","11-BG-1","コーテッド　ＢＧ－１",8000,"ﾌﾚｺﾝ(500Kg)","","4/16納入","Kg"
1321986,684181,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-06205","深見シェルモールド工業（株）","BMG-26D","コーテッド　ＢＭＧ－２６Ｄ","11-B-30D","コーテッド　Ｂ－３０Ｄ",5000,"ﾌﾚｺﾝ(500Kg)","","AM6:00～6:30","Kg"
1321987,684181,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-06205","深見シェルモールド工業（株）","D-18U","コーテッド　Ｄ－１８Ｕ","11-D-18U","コーテッド　Ｄ－１８Ｕ",500,"ﾌﾚｺﾝ(500Kg)","","AM6:00～6:30","Kg"
1321988,684181,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-06205","深見シェルモールド工業（株）","SA-10R","コーテッド　ＳＡ－１０Ｒ","11-SA-10R","コーテッド　ＳＡ－１０Ｒ",500,"ﾌﾚｺﾝ(500Kg)","","AM6:00～6:30","Kg"
1321989,684181,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-00","410-06205","深見シェルモールド工業（株）","B-32CPR","コーテッド　Ｂ－３２ＣＰＲ","11-B-32CPR","コーテッド　Ｂ－３２ＣＰＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM6:00～6:30","Kg"
1322142,684257,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","T-30","コーテッド　Ｔ－３０","11-T-30","コーテッド　Ｔ－３０",2000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322143,684257,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","25-C29","コーテッド　２５－Ｃ２９","11-25-C29","コーテッド　２５－Ｃ２９",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322144,684257,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS06","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","26-C82BR","コーテッド　２６－Ｃ８２ＢＲ","11-26-C82BR","コーテッド　２６－Ｃ８２ＢＲ　",4000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322145,684257,"410","野間（営）",2026/04/08,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322158,684264,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",5000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322159,684264,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",3000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322161,684266,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322162,684266,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322163,684266,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-03","410-02004","愛知機械工業（株）","F-16N8","コーテッド　Ｆ－１６Ｎ８","11-F-16N8","コーテッド　Ｆ－１６Ｎ８",8000,"ﾊﾞﾗ積み","","","Kg"
1322164,684267,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","G-13N6K","コーテッド　Ｇ－１３Ｎ６改","11-G-13N6K","コーテッド　Ｇ－１３Ｎ６改",6000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322165,684267,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS01","1","1.持込","410-03","410-02004","愛知機械工業（株）","D-15NU","コーテッド　Ｄ－１５ＮＵ","11-D-15NU","コーテッド　Ｄ－１５ＮＵ",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322166,684268,"310","野間（事）",2026/04/09,2026/04/14,"310","310-RCS03","1","4.引取","434-00","434-24302","住友重機械工業（株）産業機器事業センター　製造部　ロール工場","35-62K","コーテッド　３５－６２Ｋ","11-35-62K","コーテッド　３５－６２Ｋ",300,"紙袋","","","Kg"
1322221,684285,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","RV-3BN","コーテッド　ＲＶ－３ＢＮ","11-RV-3BN","コーテッド　ＲＶ－３ＢＮ",500,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1322222,684285,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","A-30PR","コーテッド　Ａ－３０ＰＲ","11-SKY-1R","コーテッド　ＳＫＹ－１Ｒ",500,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1322223,684285,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS01","1","1.持込","410-02","410-03096","黒龍産業（株）西尾コールド工場","B-25C","コーテッド　Ｂ－２５Ｃ","11-RA-28CJK","コーテッド　ＲＡ－２８ＣＪ改",500,"ﾌﾚｺﾝ(500Kg)","","朝一","Kg"
1322224,684286,"410","野間（営）",2026/04/09,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","T-30","コーテッド　Ｔ－３０","11-T-30","コーテッド　Ｔ－３０",4000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322225,684286,"410","野間（営）",2026/04/09,2026/04/20,"310","310-RCS06","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","26-C82BR","コーテッド　２６－Ｃ８２ＢＲ","11-26-C82BR","コーテッド　２６－Ｃ８２ＢＲ　",3000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322226,684286,"410","野間（営）",2026/04/09,2026/04/20,"310","310-RCS01","1","1.持込","410-02","410-02239","（株）伊藤鉄工所","TT-20M","コーテッド　ＴＴ－２０Ｍ","11-SB-23","コーテッド　ＳＢ－２３",1000,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322229,684288,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS06","1","1.持込","410-00","410-07848","三矢工業","25-R8","コーテッド　２５－Ｒ８","11-25-R8","コーテッド　２５－Ｒ８",4000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322230,684288,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS06","1","1.持込","410-00","410-07848","三矢工業","30-R8","コーテッド　３０－Ｒ８","11-30-R8","コーテッド　３０－Ｒ８",3000,"ﾏﾃﾗﾝﾌﾚｺﾝ(500Kg)","","","Kg"
1322234,684292,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322235,684292,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322236,684292,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322237,684292,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322238,684293,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322239,684293,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322240,684293,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322241,684293,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322242,684293,"410","野間（営）",2026/04/09,2026/04/14,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322246,684296,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322247,684296,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322248,684296,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322249,684296,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322250,684296,"410","野間（営）",2026/04/09,2026/04/15,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322251,684297,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322252,684297,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322253,684297,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322254,684297,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322255,684297,"410","野間（営）",2026/04/09,2026/04/16,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322256,684298,"410","野間（営）",2026/04/09,2026/04/17,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322257,684298,"410","野間（営）",2026/04/09,2026/04/17,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322258,684298,"410","野間（営）",2026/04/09,2026/04/17,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322259,684298,"410","野間（営）",2026/04/09,2026/04/17,"310","310-RCS04","1","1.持込","410-05","410-05464","（株）豊田自動織機　東知多工場","Y-TD","コーテッド　Ｙ－ＴＤ","11-Y-TD","コーテッド　Ｙ－ＴＤ",10000,"ﾊﾞﾗ積み","","","Kg"
1322276,684309,"410","野間（営）",2026/04/09,2026/04/14,"310","310-SAI","1","1.持込","410-02","410-07342","（株）ＳＲサービス","SAI-6","再生６号","05-SAI-6","再生６号",500,"ﾌﾚｺﾝ(500Kg)","","","Kg"
1322348,684342,"410","野間（営）",2026/04/09,2026/04/13,"310","310-RCS01","1","1.持込","410-05","410-04966","（株）ディバイスイナ","F-20DR","コーテッド　Ｆ－２０ＤＲ","11-F-20DR","コーテッド　Ｆ－２０ＤＲ",500,"ﾌﾚｺﾝ(500Kg)","","AM7:00","Kg"
